id,Listening_Time_minutes
750000,55.74974322319031
750001,20.095203638076782
750002,51.405433893203735
750003,81.6439197063446
750004,49.98350214958191
750005,25.44795298576355
750006,85.52702212333679
750007,39.53080415725708
750008,69.09418082237244
750009,71.94442868232727
750010,12.081636905670166
750011,26.16242551803589
750012,33.538649797439575
750013,47.074841260910034
750014,48.66031289100647
750015,60.59656858444214
750016,47.96797442436218
750017,33.93109083175659
750018,62.04617166519165
750019,42.66463279724121
750020,38.1382782459259
750021,59.95750546455383
750022,76.41751742362976
750023,31.6938955783844
750024,54.93954586982727
750025,47.129677534103394
750026,8.222885608673096
750027,25.79828119277954
750028,40.80808997154236
750029,42.13257193565369
750030,37.453368186950684
750031,34.53862643241882
750032,12.053336381912231
750033,61.062984228134155
750034,24.343055486679077
750035,22.26817774772644
750036,14.003400087356567
750037,38.711896657943726
750038,23.24642324447632
750039,25.67248797416687
750040,12.829969644546509
750041,85.6404492855072
750042,70.04728817939758
750043,67.85626411437988
750044,51.866756439208984
750045,21.99710440635681
750046,12.438212156295776
750047,53.31205916404724
750048,15.032892942428589
750049,5.459744691848755
750050,85.91601014137268
750051,25.31828999519348
750052,44.464147090911865
750053,81.98723816871643
750054,14.469878911972046
750055,14.939755201339722
750056,70.3265368938446
750057,55.838839292526245
750058,19.228228330612183
750059,43.44328594207764
750060,48.63212323188782
750061,36.155428647994995
750062,69.95439076423645
750063,80.48001646995544
750064,46.358325242996216
750065,16.4871768951416
750066,64.56602883338928
750067,43.97683262825012
750068,56.88171458244324
750069,44.18358874320984
750070,35.427586793899536
750071,43.63345408439636
750072,47.865957736968994
750073,25.15584444999695
750074,39.39544463157654
750075,86.45314645767212
750076,13.7179114818573
750077,15.040968179702759
750078,83.12011218070984
750079,78.2581250667572
750080,46.209500789642334
750081,88.78713917732239
750082,15.460869550704956
750083,76.5254213809967
750084,77.0917055606842
750085,63.38659048080444
750086,57.10887694358826
750087,88.1718590259552
750088,12.869970321655273
750089,45.95160913467407
750090,63.428045988082886
750091,82.89978432655334
750092,35.09242367744446
750093,33.73284673690796
750094,53.64678883552551
750095,30.27883219718933
750096,4.641891241073608
750097,25.371262788772583
750098,35.01625299453735
750099,13.833693504333496
750100,48.29986238479614
750101,48.3851318359375
750102,49.70705461502075
750103,44.8539936542511
750104,34.58377170562744
750105,33.203327655792236
750106,30.284432649612427
750107,85.30879044532776
750108,63.84869742393494
750109,38.22377133369446
750110,49.23265266418457
750111,22.301655054092407
750112,5.141087770462036
750113,75.26038002967834
750114,55.40957236289978
750115,83.57392859458923
750116,86.02994799613953
750117,67.3033971786499
750118,48.85634112358093
750119,25.065309524536133
750120,3.5250895023345947
750121,57.08822751045227
750122,75.72409844398499
750123,62.13562035560608
750124,35.566123485565186
750125,23.32188653945923
750126,67.21907114982605
750127,4.88238263130188
750128,5.095031499862671
750129,19.151560306549072
750130,43.295748710632324
750131,30.713417768478394
750132,-0.7078711986541748
750133,46.97077775001526
750134,74.58371138572693
750135,31.60615086555481
750136,43.093037366867065
750137,11.91157054901123
750138,86.65942239761353
750139,59.979079246520996
750140,52.236058473587036
750141,48.13125157356262
750142,52.03481411933899
750143,29.514509916305542
750144,58.886049032211304
750145,54.49710154533386
750146,78.22150206565857
750147,67.81235098838806
750148,48.95376515388489
750149,7.14702582359314
750150,26.42944622039795
750151,48.61357927322388
750152,53.06274485588074
750153,46.38707518577576
750154,57.223111152648926
750155,14.332360982894897
750156,4.095260381698608
750157,67.00555276870728
750158,20.136440753936768
750159,35.110849380493164
750160,57.09723472595215
750161,43.728753328323364
750162,58.05454087257385
750163,16.477978467941284
750164,80.0168149471283
750165,84.53310513496399
750166,73.87150979042053
750167,84.63315463066101
750168,54.268210887908936
750169,44.95928382873535
750170,53.7197163105011
750171,40.893763065338135
750172,-1.194091558456421
750173,36.327686071395874
750174,37.29081130027771
750175,58.81338810920715
750176,91.72948813438416
750177,81.11296963691711
750178,43.74615120887756
750179,1.9421391487121582
750180,84.17755007743835
750181,44.34260845184326
750182,86.44568514823914
750183,35.922017335891724
750184,83.94582223892212
750185,30.257221460342407
750186,82.43254446983337
750187,44.23248243331909
750188,10.739046335220337
750189,23.298689603805542
750190,55.42181324958801
750191,29.864054918289185
750192,33.99583697319031
750193,28.32460856437683
750194,43.47783637046814
750195,47.78237199783325
750196,28.409197092056274
750197,9.620343923568726
750198,21.008641958236694
750199,39.1001398563385
750200,45.966992139816284
750201,68.58254814147949
750202,38.20245599746704
750203,55.10487914085388
750204,64.9135525226593
750205,31.177757740020752
750206,18.27404022216797
750207,52.18008637428284
750208,34.19450616836548
750209,46.31594514846802
750210,54.80025863647461
750211,54.1919629573822
750212,57.86402988433838
750213,62.417991399765015
750214,31.11877942085266
750215,67.27969241142273
750216,75.33119297027588
750217,49.69320631027222
750218,12.042973756790161
750219,34.65926384925842
750220,44.206928968429565
750221,30.338736295700073
750222,38.19402718544006
750223,33.51575040817261
750224,72.03853178024292
750225,-0.04202556610107422
750226,82.22196459770203
750227,71.37929487228394
750228,38.303324937820435
750229,29.031614303588867
750230,45.94397330284119
750231,26.32362723350525
750232,55.31335258483887
750233,67.96573972702026
750234,26.885083198547363
750235,22.968673944473267
750236,46.023072481155396
750237,32.693153619766235
750238,25.70720076560974
750239,20.505580186843872
750240,84.04767513275146
750241,74.25427556037903
750242,17.118523359298706
750243,45.52380967140198
750244,14.354124784469604
750245,45.78952717781067
750246,41.139256715774536
750247,87.76932835578918
750248,14.343189001083374
750249,84.41782116889954
750250,52.66840577125549
750251,30.451830863952637
750252,44.367175340652466
750253,76.6098039150238
750254,46.533634424209595
750255,24.194935083389282
750256,48.95025825500488
750257,32.03771901130676
750258,11.512431859970093
750259,24.972538709640503
750260,37.59247040748596
750261,48.26896286010742
750262,60.68005990982056
750263,58.68295979499817
750264,30.001752853393555
750265,76.11665320396423
750266,14.080151796340942
750267,20.278765439987183
750268,1.8354699611663818
750269,5.3631134033203125
750270,42.794065713882446
750271,58.923895835876465
750272,1.3374111652374268
750273,30.532872915267944
750274,44.50644898414612
750275,61.32594561576843
750276,59.8153076171875
750277,10.322290420532227
750278,43.94617486000061
750279,19.807098865509033
750280,44.698878049850464
750281,46.92507195472717
750282,61.54727792739868
750283,78.53283834457397
750284,48.69870901107788
750285,33.954663038253784
750286,7.537745714187622
750287,70.78680539131165
750288,31.04161262512207
750289,5.194075345993042
750290,59.60556173324585
750291,53.28402400016785
750292,78.35564303398132
750293,78.8862509727478
750294,49.021740436553955
750295,50.64246153831482
750296,27.53687071800232
750297,10.98310399055481
750298,51.570735692977905
750299,80.74687361717224
750300,49.0096161365509
750301,16.224311590194702
750302,34.488500118255615
750303,17.684505701065063
750304,44.534398317337036
750305,80.21708846092224
750306,48.96328258514404
750307,18.61654567718506
750308,64.49085140228271
750309,16.36690354347229
750310,12.330349206924438
750311,60.51490807533264
750312,47.347060441970825
750313,80.30649828910828
750314,65.40840601921082
750315,3.49853777885437
750316,78.5112407207489
750317,44.63105368614197
750318,23.422985792160034
750319,23.675628900527954
