id,Listening_Time_minutes
750000,56.14443353894391
750001,20.54039104606898
750002,51.163368207139314
750003,81.38134736412293
750004,50.46887149327194
750005,25.710236883395414
750006,84.00970628106856
750007,39.49651253811536
750008,69.4194743090411
750009,72.1352729652413
750010,12.405532118433406
750011,24.683222867280232
750012,33.17885937470968
750013,47.051017202697814
750014,48.15021042095565
750015,60.416017820768545
750016,47.6374722253654
750017,33.588879973915056
750018,62.57409937212266
750019,43.1107379258891
750020,39.06133376998365
750021,60.3618929073633
750022,75.3668917023687
750023,30.8601623265167
750024,53.863819004799716
750025,47.792509140577344
750026,7.965820773770352
750027,25.44204326401843
750028,41.37666237378469
750029,42.87809308664791
750030,37.5348819174916
750031,35.37267846978706
750032,10.753990062744514
750033,60.906025110337836
750034,23.614758570495823
750035,21.182029419689712
750036,14.278378276380874
750037,38.13051420658028
750038,21.718119684989038
750039,25.825726873781175
750040,12.270964572914076
750041,86.08985684203373
750042,69.19498379690489
750043,66.70660207020933
750044,52.18716585829248
750045,20.907179419641903
750046,11.741369174621218
750047,53.79380137268833
750048,15.720701009596034
750049,5.038579779775887
750050,84.90607520108307
750051,25.574780017565388
750052,45.205815211819974
750053,82.77547477849019
750054,14.92240985119248
750055,14.340701030118996
750056,69.43239517563573
750057,56.602665048997416
750058,18.575419081375852
750059,43.46856607244079
750060,48.79307210998153
750061,35.263519587602346
750062,71.0689478123616
750063,80.46313680417657
750064,46.521007362925616
750065,17.020621374646545
750066,64.2845544060122
750067,42.90550745313259
750068,57.64022385023708
750069,43.98196661256669
750070,36.076871140352395
750071,44.41082870191875
750072,47.28551251310949
750073,25.564451052025227
750074,40.10277634442076
750075,86.2129410274447
750076,12.808865107691785
750077,14.55593003301308
750078,83.13044337248152
750079,76.68247004393413
750080,45.629470828073444
750081,88.09867569798512
750082,15.824954824899603
750083,77.35584209274553
750084,77.66161388851991
750085,63.17118151132637
750086,57.89404751377448
750087,87.97014738588959
750088,12.229817944012574
750089,46.00516996965025
750090,64.32720578150138
750091,82.85956518169355
750092,35.68747831038585
750093,34.262120932708264
750094,53.722478118550185
750095,30.51899162372075
750096,5.18915032746392
750097,25.482582635337224
750098,35.372243492111735
750099,13.658294237060662
750100,47.96972457837356
750101,48.97794374638689
750102,49.476328190831246
750103,43.57022698169284
750104,34.08009219736044
750105,33.052480925524506
750106,30.960089020068843
750107,84.44378950021337
750108,64.69468822181521
750109,39.007523971654486
750110,48.38608298434349
750111,23.20098388122698
750112,5.116971245421071
750113,74.79600633116824
750114,55.3549176180281
750115,84.28719972318594
750116,86.68502800261257
750117,67.49490155570955
750118,49.52336468187544
750119,24.34291390274594
750120,2.664305193434302
750121,57.923427798460594
750122,75.17743212967201
750123,62.419924113571454
750124,34.46244862149966
750125,23.099723762983825
750126,67.99009688034158
750127,5.14359240137813
750128,5.136711642520584
750129,18.429812642533665
750130,43.0589431392713
750131,31.023571707824438
750132,-0.4719708225484962
750133,47.359086722965074
750134,75.42978072685423
750135,31.860918095016522
750136,43.558048926344945
750137,11.546589468307715
750138,86.23952912481072
750139,60.50409717361944
750140,51.92139408214662
750141,48.51605131615951
750142,52.04096674631021
750143,30.141486307166623
750144,59.41317167581302
750145,54.81697996975453
750146,78.72988584875178
750147,68.54164681363633
750148,48.07313867081087
750149,7.552256863151246
750150,26.110385839626833
750151,47.98564615232927
750152,52.527933020145746
750153,46.86811135825946
750154,57.40854230169566
750155,14.920712582724757
750156,4.1545515483072295
750157,67.6660667405594
750158,19.54619758854916
750159,35.48572176245358
750160,57.55826390534154
750161,43.657756981970145
750162,57.77103671926274
750163,15.653563185775106
750164,79.8254550308461
750165,84.69654989303093
750166,73.01733584984758
750167,84.21883466307492
750168,54.5387240392293
750169,45.42189369765015
750170,53.596280116734334
750171,40.55786028194587
750172,-1.2486157054477531
750173,36.662524019569396
750174,37.68032076934784
750175,59.208965577927145
750176,90.62249531350882
750177,80.94720266473226
750178,43.15512573075566
750179,1.4214335317778222
750180,82.92727826731092
750181,44.335246133531555
750182,86.7434001200521
750183,36.76404143923612
750184,83.33521548901824
750185,30.622861655240925
750186,83.15645352829772
750187,43.11885348618523
750188,11.205875434208652
750189,21.756366899492853
750190,55.95460365279249
750191,28.71651867525414
750192,34.59472889604904
750193,28.849956473893904
750194,43.85798224238914
750195,46.713771221919515
750196,27.539498418081585
750197,9.001822440778934
750198,20.77855888367868
750199,39.778510971344865
750200,47.224625513351704
750201,68.14177076708009
750202,37.72460889469586
750203,53.938106216450265
750204,63.88770646706591
750205,30.88670577474069
750206,18.753912376166888
750207,52.441229645468205
750208,34.22001672197577
750209,46.08413697187573
750210,54.086474327410436
750211,53.37335578713666
750212,57.05203638775717
750213,63.179414137557075
750214,31.538737058553295
750215,66.20084828999796
750216,75.63382881240945
750217,48.81766576962852
750218,12.562832187870281
750219,35.15734842820978
750220,44.22206658253104
750221,30.602992314171303
750222,37.52394675187788
750223,33.56764182613822
750224,72.81155533312054
750225,-1.3972851805191442
750226,82.25577538384508
750227,71.60891640141632
750228,38.48560065837471
750229,28.84934441972505
750230,46.47712688957233
750231,24.91073960651078
750232,55.58036527473855
750233,66.48838801128275
750234,25.81487263486831
750235,22.351932087433898
750236,45.77318173612976
750237,33.40858873719533
750238,25.52262489596826
750239,20.35718154828249
750240,84.19896049852163
750241,73.81191028235749
750242,17.502988209154047
750243,46.1949155968259
750244,14.73038206225177
750245,45.20279654347037
750246,41.506936922259946
750247,87.83570179749057
750248,14.938439908059312
750249,84.3556571427465
750250,53.27763747590221
750251,31.160190759375936
750252,44.97949159914069
750253,77.1377294880916
750254,45.14401053740939
750255,24.20465621512011
750256,49.55605128927886
750257,32.69086154975457
750258,11.758597657109467
750259,25.407263240214462
750260,37.61329284387696
750261,48.719250589994175
750262,61.19924857759338
750263,58.592489603857615
750264,30.724847197501646
750265,76.51707847911219
750266,14.799362454926282
750267,18.94183875274785
750268,0.9883619822084069
750269,5.793687291503183
750270,43.67259383097233
750271,59.40253085617483
750272,0.11767044444279495
750273,31.335876207028598
750274,44.76091900856971
750275,61.291912492387965
750276,59.336403679227494
750277,10.309971407282362
750278,43.637668997276414
750279,19.43715908238444
750280,44.96192265650412
750281,47.65905792951342
750282,62.20591656784957
750283,79.3073222689683
750284,49.391588676727885
750285,33.79370563341
750286,6.925593633379787
750287,69.52249427319707
750288,31.780838182856392
750289,5.569143871903206
750290,60.08409603384317
750291,53.96160951783907
750292,79.25917409826381
750293,79.17779052742061
750294,47.96313770359126
750295,51.19954226342519
750296,28.283458714620117
750297,11.574929957859995
750298,51.38801845726637
750299,80.66116254620678
750300,48.308962523984135
750301,15.327256147448981
750302,35.01665076959581
